Task,Model,Prompt Length,Quantization,Bites,Device
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,DeepSeek-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,DeepSeek-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,Qwen-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,Qwen-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,Qwen-7B-Chat-GGUF,Long,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Short,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Long,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Short,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Long,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Short,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Long,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Short,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,phi-2-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,phi-2-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,phi-2-GGUF,Long,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Paraphrasing,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
